#
#
# US Geological Survey, Water Resources Data
# retrieved: 2019-07-27 02:26:32 EDT      (sdww01)
#
# This file contains USGS Surface-Water Monthly Statistics
#
# Note:The statistics generated from  this site are based on approved daily-mean data and may not match those published by the USGS in official publications.
# The user is responsible for assessment and use of statistics from this site.
# For more details on why the statistics may not match, visit https://waterdata.usgs.gov/wa/nwis/?dv_statistics_disclaimer.
#
# ** No Incomplete data have been used for statistical calculation
#
# This file includes the following columns:
#
#
# agency_cd    agency code
# site_no USGS site number
# parameter_cd
# ts_id
# year_nu Calendar year for value
# month_nu     Month for value
# mean_va monthly-mean value.
#         if there is not complete record
#         for a month this field is blank
#
#
# Sites in this file include:
# USGS 14243000 COWLITZ RIVER AT CASTLE ROCK, WA
# 
# Explanation of Parameter Code and ts_id used in the Statistics Data 
# parameter_cd	Parameter Name					ts_id	Location Name
# 00060		Discharge, cubic feet per second		150500	
#
#
agency_cd	site_no	parameter_cd	ts_id	year_nu	month_nu	mean_va
5s	15s	5s	3n	4s	2s	12n
USGS	14243000	00060	150500	1958	9	1966
USGS	14243000	00060	150500	1958	10	3211
USGS	14243000	00060	150500	1958	11	19900
USGS	14243000	00060	150500	1958	12	17380
USGS	14243000	00060	150500	1959	1	21600
USGS	14243000	00060	150500	1959	2	9620
USGS	14243000	00060	150500	1959	3	8994
USGS	14243000	00060	150500	1959	4	11680
USGS	14243000	00060	150500	1959	5	12110
USGS	14243000	00060	150500	1959	6	11130
USGS	14243000	00060	150500	1959	7	5395
USGS	14243000	00060	150500	1959	8	2568
USGS	14243000	00060	150500	1959	9	5000
USGS	14243000	00060	150500	1959	10	10920
USGS	14243000	00060	150500	1959	11	16690
USGS	14243000	00060	150500	1959	12	13200
USGS	14243000	00060	150500	1960	1	6971
USGS	14243000	00060	150500	1960	2	14510
USGS	14243000	00060	150500	1960	3	10350
USGS	14243000	00060	150500	1960	4	13830
USGS	14243000	00060	150500	1960	5	14630
USGS	14243000	00060	150500	1960	6	10920
USGS	14243000	00060	150500	1960	7	4545
USGS	14243000	00060	150500	1960	8	2854
USGS	14243000	00060	150500	1960	9	2463
USGS	14243000	00060	150500	1960	10	3726
USGS	14243000	00060	150500	1960	11	19660
USGS	14243000	00060	150500	1960	12	10310
USGS	14243000	00060	150500	1961	1	15100
USGS	14243000	00060	150500	1961	2	26810
USGS	14243000	00060	150500	1961	3	16420
USGS	14243000	00060	150500	1961	4	11860
USGS	14243000	00060	150500	1961	5	13920
USGS	14243000	00060	150500	1961	6	11240
USGS	14243000	00060	150500	1961	7	4643
USGS	14243000	00060	150500	1961	8	2565
USGS	14243000	00060	150500	1961	9	2173
USGS	14243000	00060	150500	1961	10	3237
USGS	14243000	00060	150500	1961	11	5976
USGS	14243000	00060	150500	1961	12	15270
USGS	14243000	00060	150500	1962	1	13120
USGS	14243000	00060	150500	1962	2	8061
USGS	14243000	00060	150500	1962	3	7537
USGS	14243000	00060	150500	1962	4	12670
USGS	14243000	00060	150500	1962	5	10780
USGS	14243000	00060	150500	1962	6	9294
USGS	14243000	00060	150500	1962	7	4815
USGS	14243000	00060	150500	1962	8	2995
USGS	14243000	00060	150500	1962	9	2125
USGS	14243000	00060	150500	1962	10	4616
USGS	14243000	00060	150500	1962	11	16530
USGS	14243000	00060	150500	1962	12	14210
USGS	14243000	00060	150500	1963	1	7191
USGS	14243000	00060	150500	1963	2	15200
USGS	14243000	00060	150500	1963	3	7556
USGS	14243000	00060	150500	1963	4	12540
USGS	14243000	00060	150500	1963	5	9881
USGS	14243000	00060	150500	1963	6	6064
USGS	14243000	00060	150500	1963	7	3760
USGS	14243000	00060	150500	1963	8	2429
USGS	14243000	00060	150500	1963	9	2211
USGS	14243000	00060	150500	1963	10	3044
USGS	14243000	00060	150500	1963	11	11220
USGS	14243000	00060	150500	1963	12	9518
USGS	14243000	00060	150500	1964	1	20300
USGS	14243000	00060	150500	1964	2	10610
USGS	14243000	00060	150500	1964	3	9304
USGS	14243000	00060	150500	1964	4	10030
USGS	14243000	00060	150500	1964	5	11660
USGS	14243000	00060	150500	1964	6	17090
USGS	14243000	00060	150500	1964	7	8884
USGS	14243000	00060	150500	1964	8	4162
USGS	14243000	00060	150500	1964	9	3167
USGS	14243000	00060	150500	1964	10	3915
USGS	14243000	00060	150500	1964	11	8097
USGS	14243000	00060	150500	1964	12	25390
USGS	14243000	00060	150500	1965	1	19440
USGS	14243000	00060	150500	1965	2	17680
USGS	14243000	00060	150500	1965	3	7834
USGS	14243000	00060	150500	1965	4	9558
USGS	14243000	00060	150500	1965	5	9736
USGS	14243000	00060	150500	1965	6	8138
USGS	14243000	00060	150500	1965	7	3975
USGS	14243000	00060	150500	1965	8	2714
USGS	14243000	00060	150500	1965	9	1904
USGS	14243000	00060	150500	1965	10	2182
USGS	14243000	00060	150500	1965	11	4475
USGS	14243000	00060	150500	1965	12	6617
USGS	14243000	00060	150500	1966	1	12190
USGS	14243000	00060	150500	1966	2	7224
USGS	14243000	00060	150500	1966	3	12730
USGS	14243000	00060	150500	1966	4	12720
USGS	14243000	00060	150500	1966	5	12630
USGS	14243000	00060	150500	1966	6	8811
USGS	14243000	00060	150500	1966	7	5779
USGS	14243000	00060	150500	1966	8	2582
USGS	14243000	00060	150500	1966	9	1955
USGS	14243000	00060	150500	1966	10	2936
USGS	14243000	00060	150500	1966	11	6751
USGS	14243000	00060	150500	1966	12	19780
USGS	14243000	00060	150500	1967	1	21700
USGS	14243000	00060	150500	1967	2	13460
USGS	14243000	00060	150500	1967	3	9322
USGS	14243000	00060	150500	1967	4	6850
USGS	14243000	00060	150500	1967	5	11840
USGS	14243000	00060	150500	1967	6	13310
USGS	14243000	00060	150500	1967	7	5270
USGS	14243000	00060	150500	1967	8	2431
USGS	14243000	00060	150500	1967	9	1937
USGS	14243000	00060	150500	1967	10	6754
USGS	14243000	00060	150500	1967	11	7853
USGS	14243000	00060	150500	1967	12	12490
USGS	14243000	00060	150500	1968	1	14470
USGS	14243000	00060	150500	1968	2	22270
USGS	14243000	00060	150500	1968	3	11470
