Year,CO2_ppm,Source
1815,284,"Law Dome, Antarctica (75-year smoothed)"
1816,283.8,"Siple Station, Antarctica"
1820,284.2,"Law Dome, Antarctica (75-year smoothed)"
1825,284.3,"Law Dome, Antarctica (75-year smoothed)"
1830,284.4,"Law Dome, Antarctica (75-year smoothed)"
1835,284.5,"Law Dome, Antarctica (75-year smoothed)"
1839,283.1,"Siple Station, Antarctica"
1840,284.6,"Law Dome, Antarctica (75-year smoothed)"
1843,287.4,"Siple Station, Antarctica"
1845,284.8,"Law Dome, Antarctica (75-year smoothed)"
1847,286.8,"Siple Station, Antarctica"
1850,285.2,"Law Dome, Antarctica (75-year smoothed)"
1854,288.2,"Siple Station, Antarctica"
1855,285.7,"Law Dome, Antarctica (75-year smoothed)"
1860,286.3,"Law Dome, Antarctica (75-year smoothed)"
1865,287.2,"Law Dome, Antarctica (75-year smoothed)"
1869,289.3,"Siple Station, Antarctica"
1870,288.2,"Law Dome, Antarctica (75-year smoothed)"
1874,289.5,"Siple Station, Antarctica"
1875,289.4,"Law Dome, Antarctica (75-year smoothed)"
1878,290.3,"Siple Station, Antarctica"
1880,290.8,"Law Dome, Antarctica (75-year smoothed)"
1885,292.3,"Law Dome, Antarctica (75-year smoothed)"
1887,292.3,"Siple Station, Antarctica"
1890,293.7,"Law Dome, Antarctica (75-year smoothed)"
1895,295.2,"Law Dome, Antarctica (75-year smoothed)"
1899,295.8,"Siple Station, Antarctica"
1900,296.7,"Law Dome, Antarctica (75-year smoothed)"
1903,294.8,"Siple Station, Antarctica"
1905,296.9,"Siple Station, Antarctica"
1905,298.2,"Law Dome, Antarctica (75-year smoothed)"
1909,299.2,"Siple Station, Antarctica"
1910,299.9,"Law Dome, Antarctica (75-year smoothed)"
1915,300.5,"Siple Station, Antarctica"
1915,301.5,"Law Dome, Antarctica (75-year smoothed)"
1920,303.2,"Law Dome, Antarctica (75-year smoothed)"
1921,301.6,"Siple Station, Antarctica"
1925,304.9,"Law Dome, Antarctica (75-year smoothed)"
1927,305.5,"Siple Station, Antarctica"
1930,306.5,"Law Dome, Antarctica (75-year smoothed)"
1935,306.6,"Siple Station, Antarctica"
1935,308,"Law Dome, Antarctica (75-year smoothed)"
1940,309.3,"Law Dome, Antarctica (75-year smoothed)"
1943,307.9,"Siple Station, Antarctica"
1945,310.5,"Law Dome, Antarctica (75-year smoothed)"
1950,312,"Law Dome, Antarctica (75-year smoothed)"
1953,312.7,"Siple Station, Antarctica"
1955,314.1,"Law Dome, Antarctica (75-year smoothed)"
